listing_id,name,price,property_type,review_scores_value,host_id,neighbourhood_id
1.2544E+18,Designer Condo w/ CN Tower View & Parking,508,Entire rental unit,3.75,547737904,123
1.25447E+18,Luxe Spacious Corner Unit Pool + Parking,395,Entire rental unit,4.75,654182931,7
1.25447E+18,Luxurious Condo in DT Toronto,192,Private room in rental unit,0,654184303,123
1.25461E+18,Bedroom w/ Parking near UTSC & Toronto Zoo,117,Private room in home,4.75,451863770,106
1.25471E+18,Modern King Suite in King West,225,Entire condo,4.89,16995304,123
1.25491E+18,Downtown Comfor Chic 2-BR Suite with City Views,49,Private room in home,5,651601904,20
1.25498E+18,2nd Floor Room Near Yorkdale |YogaMat,80,Private room in home,5,263676503,92
1.25504E+18,Rare 3BR - Heart of Downtown - King Beds + Patio,528,Entire home,3.67,570792589,123
1.25506E+18,Bellagio Belleview Residence,210,Entire condo,5,654303059,105
1.25512E+18,1BR+Den Suite Overlooking Yorkville Village,233,Entire condo,5,488661048,4
1.25512E+18,Toronto City Overlook With Clear View Of CN Tower,206,Entire rental unit,5,419986356,123
1.25514E+18,50th+ Floor 2BR Downtown modern condo,179,Entire rental unit,4.77,654188004,123
1.25515E+18,Cozy Basement,0,Entire home,4.82,589418374,133
1.25516E+18,Beautiful home in East York,0,Entire home,4,28284909,93
1.25524E+18,Cozy Studio W/Desk .Near Lake &attraction/ Airport,95,Entire condo,4,27644977,123
1.25524E+18,Cozy Room at the Park,57,Private room in home,4.88,117703826,30
1.25527E+18,Private Terrace 2 Bedroom Condo with Free Parking,317,Entire condo,4.85,654357708,88
1.25537E+18,Calming 2 Bdrm condo near Rogers,217,Entire condo,4.33,654378883,123
1.25545E+18,cozy suit for long term saty,120,Entire home,0,559150793,6
1.25565E+18,Quiet Room near Eglinton  Midland and TTC Bus#3,35,Private room in home,0,424570090,12
1.25574E+18,Private one bedroom apartment,124,Entire rental unit,0,8569918,44
1.25577E+18,Luxury Queen Bed & Bath (Newly Renovated),212,Room in hotel,4.82,654452321,63
1.25577E+18,Downtown Toronto - 700m away from CN tower,99,Entire condo,5,584146130,123
1.25582E+18,Toronto Vacation 1Bd w Bth/Best Food/Bus,95,Private room in home,5,557703209,2
1.25584E+18,Tranquil Lakeside Suite Toronto,281,Entire rental unit,4.82,132205262,78
1.25586E+18,Large 1-bedroom Main Floor,88,Entire home,4.88,94526217,117
1.2559E+18,Chill exclusive 1 bedrm 1 bath with patio views,72,Entire rental unit,4.62,219310913,74
1.25593E+18,Cozy Urban Retreat | Walk to Yonge-Dundas Square,171,Entire rental unit,4.73,651732260,24
1.25596E+18,Garden-Facing Gem in Fab Roncy!,114,Entire rental unit,3.5,1402232,52
1.25597E+18,Condo in Toronto,109,Entire rental unit,0,156646265,78
1.256E+18,"Freshly Updated – 2BR Condo with Pool, Gym & Sauna",0,Entire condo,4.41,654509176,7
1.256E+18,Downtown Toronto Across Subway!,69,Private room in condo,0,70359008,24
1.2562E+18,7min>BMOField/Budweiserstage*Gym*Sauna*Views,118,Entire rental unit,5,37100402,88
1.25648E+18,Cozy Hobbit House by High Park,620,Entire home,4.91,290371294,52
1.25649E+18,Nobu Luxury Condo: Toronto Vibe,220,Entire rental unit,5,654605113,123
1.25651E+18,Modern Lux Condo 2 BD | 2 BA Downtown Toronto,631,Entire rental unit,0,260856694,123
1.25658E+18,3-Bedroom Condo DT Toronto - Eaton Centre -,0,Entire condo,4.7,1504585,24
1.25661E+18,"Luxury 3BR, Newly Renovated, Steps to RogersCentre",129,Entire rental unit,5,225182623,123
1.25662E+18,Elegant midtown Toronto home,219,Entire home,5,126495889,137
1.25665E+18,1 bedroom with Seperate entrance,104,Entire home,0,433076916,74
1.25671E+18,Private Charming Coach House,137,Entire place,5,88116590,127
1.25677E+18,Comfortable Basement  Apartment,69,Entire home,4.33,32676806,13
1.25678E+18,Post House Retreat!,263,Entire condo,4.84,654691514,80
1.25681E+18,Modern Studio in Downtown Toronto | Prime Location,125,Entire rental unit,4.38,654698766,80
1.25682E+18,Cozy 2BR Basement Apartment,231,Entire home,5,654701290,63
1.25719E+18,Large bedroom with WiFi/workdesk/laundry/parking,43,Private room in home,0,174661737,96
1.25721E+18,2B2B RogersCenter Winter discount  W Parking,999,Entire rental unit,0,587763537,123
1.25722E+18,Toronto Gem : Central Stay,380,Entire rental unit,4.81,654783229,123
1.25723E+18,Comfy bedroom with WiFi/workdesk/laundry/parking,42,Private room in home,0,174661737,96
1.25725E+18,Haiyan McCowan Rd Room #2 near Transit and Mall,30,Private room in rental unit,0,141018764,2
1.25725E+18,Beautiful cozy 2 bedroom home,126,Entire rental unit,5,44772895,25
1.25731E+18,Charming 1BR Downtown Condo w/ Lakeview Balcony,199,Entire rental unit,4.68,654304575,123
1.25735E+18,Upscale Home Downtown,275,Entire home,5,30605069,95
1.25735E+18,Comfortable Retreat in Midtown with parking,198,Entire home,5,432466414,84
1.25736E+18,Sun-filled Modern Condo in Downtown Toronto,212,Entire condo,0,654824115,123
1.25737E+18,The Dupont House,0,Entire home,5,1905876,4
1.25741E+18,Cozy Downtown Haven for 6 Near Scotiabank Arena,367,Entire condo,4.66,653862210,123
1.25746E+18,Downtown Central Oasis Toronto (LT),105,Entire rental unit,5,485959552,95
1.25749E+18,Lovely One Bedroom Condo / Entertainment District,283,Entire rental unit,4.77,173011986,123
1.25749E+18,Stylish Penthouse on King Street,201,Entire rental unit,0,9311623,110
1.2575E+18,"Entire apartment, one bedroom, quiet & great view",0,Entire rental unit,0,41448288,2
1.25757E+18,"The Roxton, Modern Luxury in West Toronto",697,Entire home,5,566719810,95
1.25758E+18,Cozy bedroom with WiFi/workdesk/laundry/parking,40,Private room in home,0,174661737,96
1.25759E+18,Central 2 Bedroom Condo near Shangri-la hotel,445,Entire rental unit,4.95,478461720,123
1.25764E+18,Lovely DT Studio on Dundas-Great location!,0,Entire rental unit,0,488025809,24
1.25766E+18,Lakeside Condo w Amazing views,266,Entire rental unit,4.79,654895378,78
1.2577E+18,Cozy Corner,66,Private room in home,4.95,38964580,136
1.25775E+18,"CN Tower View w/Parking, Pool+Gym & Large Balcony",338,Entire rental unit,5,549032667,88
1.25783E+18,bright private 1 bd with parking,59,Entire rental unit,5,6387000,128
1.25787E+18,Cozy bed in the city,97,Private room in rental unit,0,28888523,101
1.25792E+18,Luxury Studio in Yorkville,212,Entire rental unit,4.65,444672548,4
1.25795E+18,Cozy Place in Downtown Toronto,33,Private room in rental unit,4.5,249471933,110
1.25796E+18,Million Dollar View Upscale Apt MTCC Rogers Centre,170,Entire rental unit,0,437441145,123
1.25797E+18,Spacious Private Basement with Separate Entrance,158,Entire guest suite,4.85,654960234,9
1.25799E+18,Toronto best area,399,Entire rental unit,3.33,654967741,123
1.25803E+18,Bed room on the second floor.,0,Private room in home,4.75,177933450,127
1.25806E+18,Subway Connected 3 Beds 2 Baths Condo,282,Entire condo,4,429682276,130
1.25813E+18,Luxury 2Bdr Loft With Huge Windows Downtown,221,Entire rental unit,5,9622240,123
1.25814E+18,"Panoramic view Condo 2 BR, 2 BA. FREE Parking",0,Entire condo,0,486085985,43
1.25821E+18,Modern 2bd 1bth condo in downtown,418,Entire condo,4.93,136990507,88
1.25827E+18,Beautiful bedroom w/WiFi/workdesk/laundry/parking,50,Private room in home,0,105605194,96
1.25828E+18,Cozy private room - WiFi/workdesk/laundry/parking,48,Private room in home,5,105605194,96
1.2583E+18,Comfy bedroom WiFi/workdesk/laundry/parking,40,Private room in home,0,105605194,96
1.25857E+18,Cozy Apt | Minutes to subway,95,Private room in rental unit,5,151896722,16
1.25861E+18,2nd Floor Room Steps to Bus Stop,40,Private room in home,5,263676503,92
1.25867E+18,Gorgeous Lake Views: 2BR Corner Unit & Amenities,217,Entire condo,4.6,17938042,78
1.25875E+18,Lovely and Spotless 2 Bedroom Condo.,265,Entire rental unit,4.73,655150418,80
1.25875E+18,Cozy | PRIME Location | 96 Walk Score | DT View,270,Entire rental unit,4,437627178,90
1.2588E+18,Serenity Spacious  luxury whole basement 1B1B,74,Entire home,5,186299872,77
1.2588E+18,100 Walk Score Boutique Apt,150,Entire rental unit,4.25,472057347,123
1.2588E+18,Stylish Urban Retreat Accomodates 2+2 on Sofa Bed,85,Entire rental unit,0,11640141,94
1.25881E+18,Spacious 3 Bed +2 Bath Downtown Condo+ Parking,521,Entire rental unit,5,6523479,88
1.25893E+18,Modern 3-Bedroom Apartment,175,Entire condo,4.92,655197322,131
1.25893E+18,Lovely house with 3 Bed & 2 bath,210,Entire home,4.33,655197505,112
1.25906E+18,Family Suite,180,Private room,4.72,574602259,140
1.25921E+18,Breathtaking Skyline View 1Bd+Den Apartment,298,Entire condo,4.67,655246802,130
1.25935E+18,Sunfilled Private Queen in Heart Of Toronto.Parkin,66,Private room in home,0,425902137,34
1.25938E+18,Urban Design Lovers Home w Soaker Tub for 2 + Prkg,360,Entire home,0,170201147,120
1.25938E+18,Prime Location & Cozy Comfort,224,Entire rental unit,0,570245972,123
1.25942E+18,Nice apt overlooking the City.,178,Entire rental unit,0,32676806,24
1.25947E+18,"Three Floor House - Free Parking, 1800sqft",0,Entire home,4.33,655314960,91
1.25947E+18,"Upscale Condo, Top Amenities",188,Entire condo,4.8,655314894,130
1.25952E+18,Stunning Victorian Home With Rooftop Patio & Yard!,416,Entire home,5,655325669,4
1.25957E+18,Chic & Spacious Retreat Sleep 6 - 10 min to Core,331,Entire rental unit,4.86,655342204,95
1.25969E+18,Stylish 1 BDRM/ GYM/WIFI/ Laundry,299,Entire rental unit,4.95,209361795,7
1.25969E+18,Pokemon Solo Studio Downtown Toronto,45,Entire rental unit,3,576474308,63
1.2597E+18,A room in Oakwood Village,0,Private room in home,0,1649428,92
1.25973E+18,Short term rental in Toronto,0,Private room in rental unit,0,196939845,123
1.25974E+18,2 Bed 2 Bath Fully Equipped Condo,449,Entire rental unit,4.29,655280345,24
1.25976E+18,Modern Luxury 3 bedroom Designer Home,146,Entire home,4.91,596209225,1
1.25977E+18,Alpaca,42,Private room in home,5,486395937,133
1.25996E+18,Breathtaking Skyline View 1Bedroom+Den Apartment,0,Entire condo,0,655246802,130
1.26003E+18,Royal 2BD+2B Downtown Toronto,312,Entire condo,4.78,655427630,80
1.26013E+18,Bright 1BR Condo | last-minute offer | 28+ Nights,163,Entire condo,4,514017872,131
1.26013E+18,Newly renovated - walk to subway,110,Entire rental unit,0,2682153,33
1.26023E+18,Town Inn Suites,237,Room in aparthotel,4.64,653830417,24
1.26023E+18,Spacious Condo W/Free Parking/By CN Tower,335,Entire rental unit,4.62,149761238,123
1.26026E+18,Central Toronto,543,Entire home,4.67,173060720,84
1.26028E+18,Room in the main floor of house,35,Private room in home,5,64538392,129
1.26033E+18,Luxury living near Yorkdale mall,56,Private room in home,0,571977200,139
1.26037E+18,Modern & Stylish 3-Bedroom Home,162,Entire home,5,521080416,6
1.2604E+18,Upscale residence,40,Private room in home,0,48282367,14
1.26044E+18,Valentina's Oasis in Downtown Toronto,325,Entire townhouse,5,66673004,63
1.26046E+18,Cozy Private Bedroom Toronto,35,Private room in home,0,572415242,136
1.26082E+18,*Cozy Condo* Near Scotiabank/MTCC/Skydome/Union,196,Entire home,4.36,655461296,123
1.26087E+18,Queen West Sunshine Basement,165,Entire rental unit,0,369314215,72
1.26091E+18,Chic 2BR - 5 min to CN Tower - FREE Parking,331,Entire rental unit,4.79,653434944,123
1.26091E+18,"50% Off Monthly! CN Tower & Lake Views, 40th+ Flr",468,Entire rental unit,5,583312682,123
1.26093E+18,DragonBall Themed Home Private Ensuite Downtown TO,42,Private room in rental unit,5,552325950,120
1.26095E+18,2BR Apt＊Free Gym＆Parking＊,212,Entire condo,4.78,576730960,5
1.26104E+18,"Amazing New Spacious 6BR, 7 Beds",452,Entire home,0,470779242,115
1.26116E+18,Two Bedroom Family Home Away From Home!,122,Entire home,4.44,241623233,56
1.26119E+18,Modern House Great for large family,474,Entire home,5,655685104,30
1.2615E+18,RivetStays Modern 1BDR Retreat Steps from CN Tower,313,Entire condo,4.5,655285958,88
1.26154E+18,Basement Oasis,113,Entire guest suite,4.77,31551114,129
1.26159E+18,Charming Parisian Gem by St. Lawrence Market,372,Entire rental unit,4.87,61402213,24
1.26169E+18,2 Bedroom in Roncesvalles,84,Entire rental unit,4.67,84721968,104
1.26171E+18,Chic 2BR - 5 min to City Center - Amazing Location,320,Entire rental unit,4.75,655750227,24
1.26172E+18,Private Bedroom Private Bathroom,42,Private room in home,4.95,79694774,124
1.26173E+18,Amazing 2 BR - 5 min Walk to Centre - City View,457,Entire rental unit,5,655750816,24
1.26178E+18,*Shared Kitchen*and Laundry for Two People(Room G),0,Private room in home,5,183997975,34
1.26181E+18,2 Bedroom Retreat in Roncesvalles,0,Entire rental unit,0,84721968,104
1.26183E+18,*Downtown Condo Private Room with City Views*,100,Private room in condo,4.91,655832627,7
1.26197E+18,Comfy bedroom w/ private bath/work desk/parking,48,Private room in home,0,174661737,96
1.26199E+18,Cozy bedroom w/work desk/WIFI/parking/new bathroom,42,Private room in home,0,174661737,96
1.26201E+18,Bedroom near DVP/Lawrence w/work desk/WIFI/Parking,46,Private room in home,0,174661737,96
1.26204E+18,Comfy&Luxury 1BR+Den in City Center | Free Parking,179,Entire condo,4.24,532105587,123
1.26221E+18,leasideliving with 2 beds,171,Entire townhouse,0,32456342,71
1.26223E+18,"Roncy gem, Cozy 1 bedroom unit",138,Entire rental unit,0,1684087,104
1.26224E+18,Heart of Roncy Village 1 bedroom,144,Entire rental unit,0,1684087,104
1.26227E+18,Bedroom w/ private bath near DVP/Lawrence Ave,48,Private room in home,0,105605194,96
1.26227E+18,Bellwoods Retreat,88,Entire rental unit,0,28172002,88
1.26228E+18,Cozy new room near DVP/Lawrence w/work desk/WIFI,48,Private room in home,0,105605194,96
1.26231E+18,Bright 1 br with stunning views of Toronto,0,Entire rental unit,0,16499364,84
1.26232E+18,Comfy room @ DVP/Lawrence w/work desk/WIFI/parking,40,Private room in home,0,105605194,96
1.26235E+18,Spacious 2-Storey 3BR Home - Close To Subway,412,Entire home,5,564166206,29
1.26236E+18,Practical Condo Downtown 2 Beds UofT!,332,Entire rental unit,4.69,655958157,7
1.26236E+18,The Wanderly Suite,238,Entire loft,4.92,209444482,72
1.26237E+18,Work and Relax in our 1BR DT!,199,Entire rental unit,4.56,655962021,7
1.26239E+18,Harbourfront Lakeview Condo,121,Entire rental unit,0,201324659,123
1.26239E+18,Upscale residence by York Uni.,40,Private room in home,0,48282367,14
1.26241E+18,Huge bright bedroom,78,Private room in home,4.56,471147689,120
1.26243E+18,Cozy bedroom with window,67,Private room in home,4.82,471147689,120
1.26243E+18,Bright bedroom,68,Private room in home,4.75,471147689,120
1.26245E+18,2 Bedroom spacious Apartment( private),0,Private room in home,4.67,580388946,120
1.26246E+18,Upscale residence by York U 2nd floor,40,Private room in home,0,48282367,14
1.26246E+18,Guest room in family home,0,Private room in home,0,655991062,103
1.26247E+18,Room with a view,0,Private room in home,0,655991062,103
1.26249E+18,Spacious Summerhill Home,360,Entire home,0,21556233,138
1.26251E+18,Downtown Condo Spectacular Views,209,Entire rental unit,0,78278259,7
1.26252E+18,Comfort Redefined,72,Private room in home,0,506597295,125
1.26256E+18,Wildflower A| Basement Room w/ Desk + Free Parking,52,Private room in home,4.54,291784610,124
1.26258E+18,1 bedroom apartment on Bloor St,142,Entire rental unit,4.86,656022587,33
1.26258E+18,Cute and cozy room with desk,0,Private room in home,0,655991062,103
1.26261E+18,2br apartment on 155 Yorkville Ave,188,Entire rental unit,5,48174636,4
1.26261E+18,Cozy 2 Bedroom Peacful Family Getaway!,131,Entire guesthouse,5,656032642,56
1.26262E+18,Stay in Scarborough Bluffs,220,Entire guest suite,5,12562463,13
1.26263E+18,#Spacious Space w/ Recreational Area & Bathroom,98,Private room in home,4.75,522827173,42
1.26268E+18,Classic with lots of facilities,69,Private room in home,5,177416596,113
1.26297E+18,Longwood Guesthouse,200,Private room in home,3,656103541,5
1.26301E+18,Radiant Loft w Stunning Views of CN Tower,325,Entire condo,4.58,655468258,123
1.26304E+18,"Modern NOBU 1BR Retreat, Steps to CN Tower",108,Entire condo,0,187384579,123
1.26306E+18,Fully Renovated 1 Bedroom Beach,0,Entire guest suite,0,330624131,117
1.26309E+18,Sunny 3 Bedroom with 3 Decks in Upper Beaches,0,Entire home,0,262514255,36
1.2631E+18,Chic in the City w Parking,158,Entire rental unit,4.88,493528100,88
1.26312E+18,"Modern 2-Bedr., Newly Renovated in Central Toronto",105,Entire rental unit,5,1614013,4
1.26313E+18,"Private Room at DowntownToronto, Steps to CN Tower",83,Private room in rental unit,4,13347096,90
1.26315E+18,Spacious bright 3 bedroom house,0,Entire home,0,570737,116
1.26321E+18,1 bedroom (twin size) Shared kitchen and bathroom,28,Entire home,4.67,656176853,103
1.26331E+18,Your New Home Away From Home!,0,Entire home,0,43040427,101
1.26335E+18,Luxury Studio Smart TV Toronto Free Parking,45,Entire home,3,552325950,96
1.26335E+18,Luxury Suite Free Parking Sleeps 3 Toronto,79,Entire home,4.5,552325950,96
1.26336E+18,"@""Winnie The Pooh"" Bright Sunfilled Private Suite",42,Entire home,5,552325950,96
1.26337E+18,Airstream Tiny Home Right In Toronto Free Parking,49,Tiny home,3,552325950,96
1.26337E+18,The Farmer's Cottage,284,Entire rental unit,4.83,445893002,88
1.26342E+18,Vista Toronto Condo Bedrooms,393,Private room in rental unit,4.74,653782641,123
1.26352E+18,士嘉堡市中心楼下套房【DB05】/Double床/套内私人卫生间/全功能厨房/免费洗衣房,54,Private room in home,4.5,41679573,67
1.26369E+18,Riverside Pad,208,Entire condo,4.8,656272707,111
1.26371E+18,Princess of Toronto,168,Entire condo,4,656276683,123
1.26372E+18,Sweet cozy living,95,Entire home,0,5700231,111
1.26373E+18,Cozy 1BR Condo in Toronto's Entertainment Hub,186,Entire condo,4.69,652391938,123
1.26377E+18,Studio for 2 in Downtown Toronto,216,Entire condo,0,157504230,88
1.26386E+18,Sunset View - Luxe 1BR - HotTub/Sauna/Gym/MTCC,306,Entire condo,5,656301665,123
1.26386E+18,Condo in downtown with 2 bedroom,125,Entire condo,0,654307398,101
1.2639E+18,Cozy Bachelor Suite - Near YYZ Airport,115,Entire guest suite,4.86,656334722,41
1.2639E+18,Quiet Room - Heart of the City,98,Private room in home,0,44711005,88
1.26398E+18,Perfect For People & Their Pets,360,Entire bungalow,0,656354411,23
1.26401E+18,Free Parking near Scotiabank Arena Rogers Centre,344,Entire rental unit,4.92,650654553,123
1.26401E+18,"Room,Private kitchen/ Private Bathroom in Downtown",179,Private room in condo,4.84,656362095,110
1.26403E+18,Cute and Comfy 1-Bed Apartment,80,Entire rental unit,0,7985222,88
1.26405E+18,Long-Term Homestay in Cozy Room with Street View,80,Private room in condo,0,123094022,130
1.26405E+18,Long-term Prime Room | Top Amenities | Scenic View,90,Private room in condo,5,123094022,130
1.26408E+18,Relaxing stay,0,Private room in home,0,515710989,124
1.26409E+18,Serene Space in a Shared Home,200,Private room in home,0,515710989,124
1.26409E+18,Luxury Oasis l 3BR l Casa Loma l 1300 sf l Parking,306,Entire rental unit,4.77,466802861,28
1.26412E+18,Beautiful Townhouse home,181,Entire rental unit,0,596804752,11
1.26414E+18,"Spacious 2nd Floor Room near Yorkdale, Yoga Mat",0,Private room in home,5,263676503,92
1.26438E+18,1 Bedroom 26 Floor DT near CN Tower,0,Entire condo,2.5,482620715,123
1.26442E+18,Whole condo in the heart of TOR,214,Entire rental unit,4.8,40900337,123
1.26443E+18,Upscale 4BR - 3 min walk to Subway - Downtown,690,Entire home,4.89,10966842,24
1.2645E+18,Home away from home!,90,Private room in rental unit,4.88,3630859,57
1.26452E+18,Suite Comfort budgets near  Finch Station Shopping,69,Private room in home,4.83,651601904,85
1.26458E+18,"50% Off Monthly 2BR Condo by CN Tower, Prime Spot",460,Entire rental unit,0,591313341,123
1.26458E+18,Stylish one bedroom apartment,72,Entire rental unit,4.5,521080416,6
1.26461E+18,Bloordale beauty 2,96,Private room in home,5,2172863,33
1.26465E+18,Luxe Forest Hill Retreat,543,Entire home,4.75,656341025,45
1.26475E+18,East-End Gem!,104,Entire rental unit,0,30381705,15
1.2648E+18,Cozy retreat steps from the beach,61,Entire guest suite,5,15245170,117
1.26483E+18,Spacious 2 Bedroom Downtown Toronto,105,Entire rental unit,4,656543070,123
1.26484E+18,Spacious bedroom in Toronto,81,Private room in rental unit,4.87,133821380,20
1.265E+18,Puff of air over the lake 49 Floor PH 1 BR+DEN,283,Entire condo,5,656568247,123
1.26522E+18,Pho King Palace at Greyabby Park with lake view,299,Entire home,4.38,96736686,48
1.26523E+18,Huge 1+den in heart of downtown,114,Entire rental unit,0,94498964,123
1.26523E+18,Peace abode.,153,Private room in bungalow,0,656622719,46
1.26527E+18,"The Royal Nest, 3br-Where Elegance Meets Comfort",0,Entire guest suite,0,223220246,100
1.26528E+18,"Heart of NorthYork, 2Bdr2Bth+Prk",200,Entire rental unit,5,656636770,130
1.2653E+18,Spacious Room - 7 mins from Pearson Int. Airport,0,Private room in home,0,492531543,41
1.2653E+18,Comfortable 2 bed+2 private bath,167,Private room in home,4.75,150463095,65
1.26537E+18,Downtown Urban Oasis I Entertainment District,289,Entire condo,5,294365569,123
1.26543E+18,50% Off Monthly Rental with CN Tower & Lake View,353,Entire rental unit,5,599144634,123
1.26551E+18,Coz bedroom near York Mills Collegiate Institute#1,49,Private room in home,5,424570090,112
1.2657E+18,士嘉堡市中心楼下房间【DB02】/Queen床/共用卫生间/全功能厨房/免费洗衣房,48,Private room in home,5,41679573,67
1.2657E+18,士嘉堡市中心楼下房间【DB02】/Queen床/共用卫生间/全功能厨房/免费洗衣房,48,Private room in home,4.67,41679573,67
1.26571E+18,士嘉堡市中心楼下房间【DB03】/Double床/共用卫生间/全功能厨房/免费洗衣房,44,Private room in home,1.5,41679573,67
1.26571E+18,士嘉堡市中心楼下房间【DB04】/Double床/共用卫生间/全功能厨房/免费洗衣房,44,Private room in home,4,41679573,67
1.26581E+18,Convenient Room - Just 7 mins from Airport,81,Private room in home,5,492531543,41
1.26585E+18,Puff of air over the lake 49 Floor PH 1Bedroom+DEN,0,Entire condo,0,656568247,123
1.26586E+18,Remodeled 3BR Urban Retreat w/ Offices & Parking,329,Entire home,4.55,654868205,111
1.26588E+18,"Stylish 1BR Condo w/ Balcony, Parking in Down Town",133,Entire condo,4.67,656452922,88
1.26596E+18,Monthly Discount! Downtown Toronto 2 BedroomCondo!,357,Entire rental unit,4.94,427397018,123
1.26598E+18,Special Deal Cozy Comfortable Suit Toronto,74,Entire home,4.75,554111401,128
1.26601E+18,50% Off Monthly Rental Luxury Condo in Yorkville,800,Entire rental unit,5,581971252,4
1.26602E+18,Luxury 2beds Lakeview CN Tower,0,Entire rental unit,4.37,594816898,123
1.26603E+18,TTC Station:BigBright PrivateRoom+ PublicTransport,95,Private room in home,4.79,36750622,33
1.26605E+18,Two Bedroom plus on Toronto Greenhills,160,Entire home,4.73,36168304,11
1.26612E+18,Newly Renovated Private Room Parking 55'4K SmartTV,79,Private room in home,0,425902137,34
1.26612E+18,"Newly Queen in new home 55'4kTV, parking, TTC",79,Private room in home,0,425902137,34
1.26614E+18,"Renovate Room with Private Washroom, Parking, TTC",79,Private room in home,4.29,546464368,33
1.26627E+18,DM cozy master room lower level,46,Private room in home,4.5,490534632,113
1.26631E+18,Luxurious Brand New King Suite (10% off for 2mths),75,Entire condo,5,570885413,24
1.26658E+18,Quick Airport Access Room for Layovers,74,Private room in home,5,492531543,41
1.26662E+18,Modern 1-bed in Queen West,270,Entire home,5,21559371,104
1.26682E+18,Bachelor apartment in basement (free parking),125,Private room in home,5,333276711,26
1.26691E+18,Million Dollar View/ Penthouse/Ensuite,0,Private room in condo,5,267780700,5
1.26694E+18,Premium 1 BDR /Parking/ Subway/Yonge,150,Entire rental unit,5,97777185,130
1.26695E+18,Close to public transportation,109,Private room in home,0,654314258,93
1.26701E+18,Private Room near Airport,89,Private room in home,4.86,657019001,59
1.26701E+18,3+Bedrooms (Entire House) by Sheppard Yonge Subway,207,Entire home,4.77,657020114,130
1.26736E+18,1 bedroom apartment - near Toronto Pearson Airport,113,Entire rental unit,0,237941157,132
1.26739E+18,Enchanting Victorian,79,Shared room in home,5,10574280,60
1.26739E+18,First floor 1 bedroom in A Beautiful Toronto house,89,Private room in rental unit,5,264365032,16
1.26739E+18,70m to Subway 1 bedroom Toronto,70,Entire home,0,657097977,36
1.26746E+18,Family-Friendly Beach Retreat!,746,Entire home,5,458580465,117
1.26748E+18,Grand 2Bd Suite Downtown Toronto,292,Entire condo,4.65,657133920,80
1.26749E+18,4 Bedroom/2 Bath Home in South Etobicoke,323,Entire home,0,539414968,59
1.26752E+18,Toronto Vacation 1Bd +1 Bth/Best Food/Mall,74,Private room in home,4.2,557703209,1
1.26753E+18,"Cozy 1+1 in heart of Toronto,gym/pool/subway, UofT",211,Entire rental unit,4.77,17548918,7
1.26755E+18,"Luxury Family House 3 beds, 1 bath, 5 guest",164,Entire home,4.93,52121007,124
1.26758E+18,*NEW* 6 BR Luxury Stay Steps Away from Yorkville,400,Entire home,4.55,108601395,4
1.26765E+18,Cozy and Modern Place Near Local Attractions,40,Private room in home,0,176979124,129
1.26769E+18,Liberty Village Living! 2BR 2BA,0,Entire rental unit,0,17795976,88
1.26774E+18,Stylish Condo Heart of Downtown + 1 Free Parking,429,Entire rental unit,4.82,490419553,123
1.26806E+18,Central 1 Bed/Bath with Free Parking in DT Toronto,0,Entire rental unit,0,76640504,80
1.26807E+18,Executive Condo w/ King Bed Free Parking Gym Pool,454,Entire rental unit,4.92,653952257,123
1.2681E+18,2 Bed Apartment in DT Toronto with Free Parking,142,Entire rental unit,4.56,39773398,20
1.26811E+18,Your home away from home,36,Private room in rental unit,5,246854728,55
1.26811E+18,25% OFF ~ Lux Home 15 mins to Downtown w/ Parking,320,Entire home,0,48331105,94
1.26814E+18,Comfortable 2 bedroom main floor,205,Entire home,5,657290899,114
1.26817E+18,Heart North York Close to Seneca,0,Entire home,3.8,244656003,8
1.26824E+18,Stunning HighRise Central Location Parking,125,Entire rental unit,0,556165400,68
1.26825E+18,Cozy bedroom near Yonge Bayview York Mills #3,55,Private room in home,4.67,424570090,112
1.26826E+18,Lux Bedroom Near Bayview York Mills Top School #5,96,Private room in home,5,424570090,112
1.26827E+18,Cozy Central Toronto Bachelor,126,Entire condo,5,9485186,24
1.26828E+18,Eglinton Escape | 15 mins YYZ Airport & Yorkdale,212,Entire home,4.93,22412075,61
1.26836E+18,Nice Bedroom for rent,60,Private room in rental unit,0,526796326,103
1.26837E+18,"4 bedroom, downtown, transit to Taylor Swift!",0,Entire home,0,136198953,95
1.26838E+18,Perfect Midtown Pied-à-terre,162,Entire guest suite,4.94,657357128,84
1.26838E+18,Contemporary Comfort in the Heart of Toronto,395,Entire home,0,69935669,88
1.26842E+18,Your Home in Toronto,264,Entire home,0,14018562,48
1.26842E+18,winter special longterm rental,135,Entire home,0,559150793,6
1.26845E+18,Heritage Charm Meets Modern Style | Sleeps 6,370,Entire rental unit,5,657373671,95
1.26858E+18,"Entire 1BR condo Toronto, Canada",200,Entire condo,0,56130387,84
1.26881E+18,Bright & Cozy unit with Parking,214,Entire rental unit,0,657434778,130
1.26892E+18,Yonge St Queen Size BR #1 w private bath,102,Private room in home,4.5,524337848,130
1.26893E+18,31-04 cozy basement room,50,Private room in home,0,655692695,63
1.26893E+18,31-May,55,Private room in home,0,655692695,63
1.26893E+18,31-Jan,43,Private room in home,3,655692695,63
1.26893E+18,Feb-31,60,Private room in home,0,655692695,63
1.26893E+18,31-Mar,50,Private room in home,5,655692695,63
1.26894E+18,Yonge st Queen Size BR #2 w private bath,55,Private room in home,4,524337848,130
